date,campaign_id,creative_id,country,os,days_since_launch,impressions_last_7d,spend_usd,impressions,viewable_impressions,clicks,conversions,revenue_usd,video_completions
2026-02-04,20008,500049,MX,iOS,4,164527,31.3,10440,7604,83,12,1016.74,0
2026-02-04,20008,500052,DE,Android,20,114824,81.83,15828,11489,26,4,439.9,0
2026-02-04,20008,500053,DE,Android,17,86750,91.48,10996,8996,26,3,314.41,0
2026-02-04,20008,500050,DE,Android,16,122809,90.15,15148,11709,31,0,0.0,0
2026-02-04,20008,500051,DE,Android,11,129513,84.34,15788,12079,55,7,574.03,0
2026-02-04,20008,500048,DE,Android,5,155531,82.01,12204,10073,82,6,561.54,0
2026-02-04,20008,500049,DE,Android,4,157641,85.99,14997,13115,94,10,1067.89,0
2026-02-04,20008,500052,DE,iOS,20,121433,56.51,8865,6696,14,0,0.0,0
2026-02-04,20008,500053,DE,iOS,17,88643,59.62,6869,5028,25,4,405.32,0
2026-02-04,20008,500050,DE,iOS,16,124981,67.54,11723,9252,26,3,259.92,0
2026-02-04,20008,500051,DE,iOS,11,133341,49.66,7861,6478,27,0,0.0,0
2026-02-04,20008,500048,DE,iOS,5,152618,74.72,11417,8437,84,9,922.7,0
2026-02-04,20008,500049,DE,iOS,4,156615,72.83,12057,10189,82,9,1035.77,0
2026-02-04,20008,500052,UK,Android,20,102696,193.24,31089,26932,62,8,678.34,0
2026-02-04,20008,500053,UK,Android,17,76184,178.33,18201,15549,61,3,344.68,0
2026-02-04,20008,500050,UK,Android,16,108129,170.9,24953,19278,49,5,494.78,0
2026-02-04,20008,500051,UK,Android,11,108021,164.66,24237,19036,96,11,1217.74,0
2026-02-04,20008,500048,UK,Android,5,125155,185.81,23580,17030,157,23,2433.54,0
2026-02-04,20008,500049,UK,Android,4,135267,181.37,27270,22048,187,21,1782.34,0
2026-02-04,20008,500052,UK,iOS,20,114492,115.8,16301,14435,24,2,227.18,0
2026-02-04,20008,500053,UK,iOS,17,80895,135.26,13939,10311,46,6,636.57,0
2026-02-04,20008,500050,UK,iOS,16,114083,126.98,17330,15690,39,5,389.88,0
2026-02-04,20008,500051,UK,iOS,11,113352,111.78,15192,12703,60,4,341.74,0
2026-02-04,20008,500048,UK,iOS,5,118460,149.41,18222,15285,138,18,1856.3,0
2026-02-04,20008,500049,UK,iOS,4,134402,165.9,22477,16438,160,17,1591.33,0
2026-02-04,20008,500052,BR,Android,20,104574,91.61,31279,24502,62,3,329.0,0
2026-02-04,20008,500053,BR,Android,17,74953,83.24,18771,13849,63,7,802.57,0
2026-02-04,20008,500050,BR,Android,16,106159,87.76,26503,19965,51,3,275.85,0
2026-02-04,20008,500051,BR,Android,11,95359,78.46,24360,17678,101,10,857.92,0
2026-02-04,20008,500048,BR,Android,5,100758,100.01,25975,22463,210,22,2059.92,0
2026-02-04,20008,500049,BR,Android,4,127198,84.31,24572,18046,164,10,996.46,0
2026-02-04,20008,500052,BR,iOS,20,121268,63.27,17713,16094,29,2,206.68,0
2026-02-04,20008,500053,BR,iOS,17,82819,67.58,14317,10938,52,6,662.63,0
2026-02-04,20008,500050,BR,iOS,16,113259,69.77,19310,17093,30,3,234.65,0
2026-02-04,20008,500051,BR,iOS,11,103224,70.86,19965,15695,65,3,333.34,0
2026-02-04,20008,500048,BR,iOS,5,109562,81.05,22449,18379,225,13,1143.6,0
2026-02-04,20008,500049,BR,iOS,4,127936,87.69,24477,20608,173,24,2689.31,0
2026-02-05,20008,500052,MX,Android,21,129474,32.21,10951,9812,21,4,357.73,0
2026-02-05,20008,500053,MX,Android,18,89344,27.52,6968,6009,21,1,87.64,0
2026-02-05,20008,500050,MX,Android,17,121814,24.91,8875,6793,13,0,0.0,0
2026-02-05,20008,500051,MX,Android,12,114666,24.13,8694,7787,41,6,597.87,0
2026-02-05,20008,500048,MX,Android,6,120923,34.47,11759,9216,90,8,670.96,0
2026-02-05,20008,500049,MX,Android,5,136290,32.81,11489,9993,73,2,170.63,0
2026-02-05,20008,500052,MX,iOS,21,132026,25.88,8262,7126,9,1,82.41,0
2026-02-05,20008,500053,MX,iOS,18,90061,18.09,4150,3542,14,2,163.3,0
2026-02-05,20008,500050,MX,iOS,17,123842,19.83,5513,4667,11,0,0.0,0
2026-02-05,20008,500051,MX,iOS,12,116097,22.96,7106,5815,23,1,114.64,0
2026-02-05,20008,500048,MX,iOS,6,125606,23.92,6572,5885,52,4,402.07,0
2026-02-05,20008,500049,MX,iOS,5,137339,23.24,7272,6519,40,3,248.78,0
2026-02-05,20008,500052,DE,Android,21,124460,68.62,12253,10002,23,3,249.8,0
2026-02-05,20008,500053,DE,Android,18,83215,73.77,9311,7658,23,2,224.65,0
2026-02-05,20008,500050,DE,Android,17,114207,63.09,10526,9414,15,1,80.8,0
2026-02-05,20008,500051,DE,Android,12,107415,77.25,12727,10835,38,4,409.68,0
2026-02-05,20008,500048,DE,Android,6,119974,84.04,12987,11488,92,13,1337.78,0
2026-02-05,20008,500049,DE,Android,5,129614,101.39,17202,14816,107,15,1266.45,0
2026-02-05,20008,500052,DE,iOS,21,127848,54.8,8559,7837,11,1,98.97,0
2026-02-05,20008,500053,DE,iOS,18,85657,46.43,5056,4001,13,1,108.25,0
2026-02-05,20008,500050,DE,iOS,17,113010,53.86,8982,6882,24,2,223.18,0
2026-02-05,20008,500051,DE,iOS,12,112281,52.26,8519,6165,28,3,298.96,0
2026-02-05,20008,500048,DE,iOS,6,121544,51.84,7314,6577,45,1,90.75,0
2026-02-05,20008,500049,DE,iOS,5,134759,58.28,8550,7209,57,1,84.18,0
2026-02-05,20008,500052,UK,Android,21,105318,157.73,23330,18980,39,7,664.63,0
2026-02-05,20008,500053,UK,Android,18,72512,156.24,15072,12530,56,7,768.61,0
2026-02-05,20008,500050,UK,Android,17,97039,138.86,20683,18633,43,4,392.72,0
2026-02-05,20008,500051,UK,Android,12,96563,127.11,18968,17386,57,2,196.1,0
2026-02-05,20008,500048,UK,Android,6,105278,160.2,20872,15915,136,10,1097.29,0
2026-02-05,20008,500049,UK,Android,5,116039,195.62,25635,22667,161,15,1709.67,0
2026-02-05,20008,500052,UK,iOS,21,112347,147.74,19433,17865,30,2,220.87,0
2026-02-05,20008,500053,UK,iOS,18,73645,129.27,13361,10764,37,2,216.49,0
2026-02-05,20008,500050,UK,iOS,17,100392,123.89,17857,15110,47,2,198.13,0
2026-02-05,20008,500051,UK,iOS,12,100339,104.46,15234,13045,51,4,374.53,0
2026-02-05,20008,500048,UK,iOS,6,107928,134.81,16068,12636,108,12,1215.17,0
2026-02-05,20008,500049,UK,iOS,5,119197,165.45,21143,19264,127,10,874.08,0
2026-02-05,20008,500052,BR,Android,21,100501,62.0,18768,14188,47,2,209.67,0
2026-02-05,20008,500053,BR,Android,18,68235,52.07,12080,10070,39,4,434.4,0
2026-02-05,20008,500050,BR,Android,17,91746,52.85,17208,13410,30,2,204.14,0
2026-02-05,20008,500051,BR,Android,12,91213,56.21,17316,15391,62,4,347.73,0
2026-02-05,20008,500048,BR,Android,6,98021,73.11,21996,19464,190,20,1679.26,0
2026-02-05,20008,500049,BR,Android,5,115768,84.85,26754,23882,183,12,1096.72,0
2026-02-05,20008,500052,BR,iOS,21,101556,43.39,11660,10038,10,0,0.0,0
2026-02-05,20008,500053,BR,iOS,18,65998,43.98,8557,6717,34,4,346.97,0
2026-02-05,20008,500050,BR,iOS,17,89644,40.8,10861,8282,23,0,0.0,0
2026-02-05,20008,500051,BR,iOS,12,88564,44.31,11997,9464,32,1,79.13,0
2026-02-05,20008,500048,BR,iOS,6,97568,53.91,15159,12023,124,17,1917.54,0
2026-02-05,20008,500049,BR,iOS,5,118045,51.05,14893,11982,85,2,175.71,0
2026-02-06,20008,500052,MX,Android,22,102265,21.58,7280,6167,11,2,192.43,0
2026-02-06,20008,500053,MX,Android,19,67587,24.22,6121,4835,18,1,108.81,0
2026-02-06,20008,500050,MX,Android,18,91630,31.04,10757,8493,14,1,79.57,0
2026-02-06,20008,500051,MX,Android,13,91867,26.14,9692,8032,23,3,258.33,0
2026-02-06,20008,500048,MX,Android,7,100968,35.65,11502,9197,67,4,355.0,0
2026-02-06,20008,500049,MX,Android,6,121449,35.55,13456,12117,86,10,1035.96,0
2026-02-06,20008,500052,MX,iOS,22,101283,22.39,7169,6545,13,2,198.87,0
2026-02-06,20008,500053,MX,iOS,19,69558,19.95,4304,3851,10,1,100.46,0
2026-02-06,20008,500050,MX,iOS,18,96874,24.2,7856,6711,21,4,405.71,0
2026-02-06,20008,500051,MX,iOS,13,94453,21.47,6688,5460,33,4,366.17,0
2026-02-06,20008,500048,MX,iOS,7,105898,23.46,6604,5118,45,5,551.9,0
2026-02-06,20008,500049,MX,iOS,6,127633,27.24,8348,6865,56,5,448.93,0
2026-02-06,20008,500052,DE,Android,22,96199,68.4,12550,11496,21,2,205.76,0
2026-02-06,20008,500053,DE,Android,19,64551,79.83,10850,8930,23,3,319.04,0
2026-02-06,20008,500050,DE,Android,18,94204,74.53,13070,9733,26,1,115.85,0
2026-02-06,20008,500051,DE,Android,13,88414,57.48,9423,7904,18,0,0.0,0
2026-02-06,20008,500048,DE,Android,7,99515,90.85,14500,12994,80,8,769.92,0
2026-02-06,20008,500049,DE,Android,6,118779,88.55,15743,13166,97,14,1384.78,0
2026-02-06,20008,500052,DE,iOS,22,100190,60.58,9360,7978,20,1,97.71,0
2026-02-06,20008,500053,DE,iOS,19,70345,61.4,7095,5306,18,1,80.54,0
2026-02-06,20008,500050,DE,iOS,18,98292,65.8,10538,8441,19,0,0.0,0
2026-02-06,20008,500051,DE,iOS,13,89318,48.29,8428,6936,21,1,95.9,0
2026-02-06,20008,500048,DE,iOS,7,106701,65.34,8540,7785,57,3,238.92,0
2026-02-06,20008,500049,DE,iOS,6,125972,75.69,12235,9054,75,9,958.95,0
2026-02-06,20008,500052,UK,Android,22,86220,121.12,17408,13958,30,3,339.81,0
2026-02-06,20008,500053,UK,Android,19,62368,140.35,15717,14155,49,6,530.26,0
2026-02-06,20008,500050,UK,Android,18,88147,128.3,18712,15559,32,2,214.94,0
2026-02-06,20008,500051,UK,Android,13,78778,145.64,21398,19283,81,8,725.89,0
2026-02-06,20008,500048,UK,Android,7,94369,187.03,24041,19892,155,15,1215.55,0
2026-02-06,20008,500049,UK,Android,6,112572,159.38,21698,18986,132,8,906.69,0
2026-02-06,20008,500052,UK,iOS,22,84195,100.2,13416,9756,30,3,331.34,0
2026-02-06,20008,500053,UK,iOS,19,64724,136.35,14307,12930,46,5,512.69,0
2026-02-06,20008,500050,UK,iOS,18,89002,123.7,16199,14131,29,2,221.72,0
2026-02-06,20008,500051,UK,iOS,13,84942,117.73,15877,12881,50,4,421.53,0
2026-02-06,20008,500048,UK,iOS,7,102342,136.69,17612,14828,112,13,1295.71,0
2026-02-06,20008,500049,UK,iOS,6,113127,130.47,16994,14010,90,5,498.28,0
2026-02-06,20008,500052,BR,Android,22,78843,66.87,21067,18819,44,1,95.16,0
2026-02-06,20008,500053,BR,Android,19,66951,55.08,12122,8797,37,2,225.59,0
2026-02-06,20008,500050,BR,Android,18,87993,68.96,22098,15948,30,5,460.62,0
2026-02-06,20008,500051,BR,Android,13,83503,53.82,16393,12200,49,2,224.21,0
2026-02-06,20008,500048,BR,Android,7,97958,74.76,20696,18405,144,17,1631.88,0
2026-02-06,20008,500049,BR,Android,6,103367,81.79,24865,18064,158,14,1311.61,0
2026-02-06,20008,500052,BR,iOS,22,88250,39.84,11049,10001,21,2,228.57,0
2026-02-06,20008,500053,BR,iOS,19,70516,53.42,9912,7450,25,3,297.11,0
2026-02-06,20008,500050,BR,iOS,18,99230,55.31,15614,12732,28,3,260.07,0
2026-02-06,20008,500051,BR,iOS,13,87899,51.54,14837,13383,39,4,316.48,0
2026-02-06,20008,500048,BR,iOS,7,103495,63.58,16629,12997,116,11,1268.07,0
2026-02-06,20008,500049,BR,iOS,6,113339,64.09,18784,14043,128,6,652.02,0
2026-02-07,20008,500052,MX,Android,23,92019,33.16,12245,9731,17,1,95.04,0
2026-02-07,20008,500053,MX,Android,20,74307,26.54,6887,5215,18,2,192.4,0
2026-02-07,20008,500050,MX,Android,19,104087,28.72,10350,7592,11,1,84.27,0
2026-02-07,20008,500051,MX,Android,14,93044,27.04,10124,7753,30,4,402.8,0
2026-02-07,20008,500048,MX,Android,8,108622,31.64,8606,7752,52,5,487.91,0
2026-02-07,20008,500049,MX,Android,7,118667,32.76,10951,9684,77,5,395.62,0
2026-02-07,20008,500052,MX,iOS,23,97095,21.83,7557,5894,14,3,322.15,0
2026-02-07,20008,500053,MX,iOS,20,76890,22.97,5497,4585,23,2,167.67,0
2026-02-07,20008,500050,MX,iOS,19,106581,20.63,6587,5891,11,0,0.0,0
2026-02-07,20008,500051,MX,iOS,14,96480,26.5,8625,7309,36,2,165.07,0
2026-02-07,20008,500048,MX,iOS,8,110624,32.33,9642,8824,65,9,731.36,0
2026-02-07,20008,500049,MX,iOS,7,121270,25.57,8319,6630,64,3,338.07,0
2026-02-07,20008,500052,DE,Android,23,92102,58.7,9769,8181,22,1,101.03,0
2026-02-07,20008,500053,DE,Android,20,71537,71.78,8761,7346,18,2,157.32,0
2026-02-07,20008,500050,DE,Android,19,100098,60.9,10623,9163,25,2,193.13,0
2026-02-07,20008,500051,DE,Android,14,95682,78.17,13403,10911,32,3,266.28,0
2026-02-07,20008,500048,DE,Android,8,105766,82.03,12224,9399,76,12,1161.37,0
2026-02-07,20008,500049,DE,Android,7,113846,85.81,14567,12841,80,6,603.82,0
2026-02-07,20008,500052,DE,iOS,23,92511,57.69,9698,8124,14,1,99.15,0
2026-02-07,20008,500053,DE,iOS,20,73203,54.35,6124,5169,12,0,0.0,0
2026-02-07,20008,500050,DE,iOS,19,100183,61.74,10229,8810,18,2,197.81,0
2026-02-07,20008,500051,DE,iOS,14,100657,62.78,9559,7701,35,3,243.77,0
2026-02-07,20008,500048,DE,iOS,8,109450,69.88,10191,8539,60,8,701.83,0
2026-02-07,20008,500049,DE,iOS,7,116178,61.26,10271,9287,54,3,285.22,0
2026-02-07,20008,500052,UK,Android,23,84801,165.23,24735,22351,47,6,692.14,0
2026-02-07,20008,500053,UK,Android,20,63610,194.91,20743,17093,52,9,814.29,0
2026-02-07,20008,500050,UK,Android,19,91700,150.22,21058,16532,36,2,158.25,0
2026-02-07,20008,500051,UK,Android,14,88818,196.58,28858,25693,81,7,680.15,0
2026-02-07,20008,500048,UK,Android,8,95600,234.48,34160,28632,199,20,1803.8,0
2026-02-07,20008,500049,UK,Android,7,104751,235.53,35328,31330,166,19,1675.53,0
2026-02-07,20008,500052,UK,iOS,23,96120,136.96,17556,14142,39,4,368.74,0
2026-02-07,20008,500053,UK,iOS,20,70046,119.43,11216,8325,28,1,112.28,0
2026-02-07,20008,500050,UK,iOS,19,96559,159.16,21117,18190,34,3,330.03,0
2026-02-07,20008,500051,UK,iOS,14,101799,153.03,19896,17327,60,5,440.76,0
2026-02-07,20008,500048,UK,iOS,8,112148,142.92,17744,13940,120,11,1269.18,0
2026-02-07,20008,500049,UK,iOS,7,123085,173.39,23835,17788,128,12,1254.69,0
2026-02-07,20008,500052,BR,Android,23,92609,80.1,24413,20457,31,4,446.5,0
2026-02-07,20008,500053,BR,Android,20,69140,71.48,16146,12609,49,3,302.95,0
2026-02-07,20008,500050,BR,Android,19,95578,80.89,26100,21651,41,1,89.63,0
2026-02-07,20008,500051,BR,Android,14,105302,68.69,21713,17534,74,6,495.3,0
2026-02-07,20008,500048,BR,Android,8,109196,72.43,21050,15419,137,11,885.0,0
2026-02-07,20008,500049,BR,Android,7,122055,69.68,21184,17984,129,11,1020.32,0
2026-02-07,20008,500052,BR,iOS,23,105973,45.47,12753,10224,20,3,316.77,0
2026-02-07,20008,500053,BR,iOS,20,75374,61.94,11972,9515,41,4,386.89,0
2026-02-07,20008,500050,BR,iOS,19,106064,47.94,14644,10620,26,2,209.17,0
2026-02-07,20008,500051,BR,iOS,14,112178,62.52,18812,15216,62,6,585.63,0
2026-02-07,20008,500048,BR,iOS,8,113617,72.79,19582,14160,136,11,987.02,0
2026-02-07,20008,500049,BR,iOS,7,124455,70.89,20342,16477,117,11,1255.58,0
2026-02-08,20008,500052,MX,Android,24,106481,27.47,9693,8139,26,2,175.46,0
2026-02-08,20008,500053,MX,Android,21,80459,25.85,6363,4771,17,4,340.82,0
2026-02-08,20008,500050,MX,Android,20,110358,34.33,13468,12234,31,1,100.79,0
2026-02-08,20008,500051,MX,Android,15,120866,25.01,8477,7709,25,3,259.8,0
2026-02-08,20008,500048,MX,Android,9,124593,30.74,9394,6948,71,6,686.18,0
2026-02-08,20008,500049,MX,Android,8,133846,33.61,12268,10508,64,10,964.81,0
2026-02-08,20008,500052,MX,iOS,24,108617,25.89,8210,6486,8,1,114.75,0
2026-02-08,20008,500053,MX,iOS,21,81325,17.56,3794,3320,17,1,96.4,0
2026-02-08,20008,500050,MX,iOS,20,117239,18.92,6520,5889,16,0,0.0,0
2026-02-08,20008,500051,MX,iOS,15,120718,19.99,6301,4770,21,5,535.91,0
2026-02-08,20008,500048,MX,iOS,9,124345,23.72,6860,6070,43,8,624.26,0
2026-02-08,20008,500049,MX,iOS,8,137795,31.46,9318,8428,45,2,225.79,0
2026-02-08,20008,500052,DE,Android,24,107058,57.67,10504,9532,17,1,100.74,0
2026-02-08,20008,500053,DE,Android,21,76358,69.18,8984,7638,24,4,388.3,0
2026-02-08,20008,500050,DE,Android,20,113136,68.96,12396,10712,17,2,191.72,0
2026-02-08,20008,500051,DE,Android,15,113616,56.07,10068,7738,26,2,222.5,0
2026-02-08,20008,500048,DE,Android,9,118981,75.87,11895,10719,75,8,644.59,0
2026-02-08,20008,500049,DE,Android,8,132546,86.23,15355,12073,70,4,384.1,0
2026-02-08,20008,500052,DE,iOS,24,107864,48.03,7904,6421,19,0,0.0,0
2026-02-08,20008,500053,DE,iOS,21,79218,45.38,4933,3835,9,0,0.0,0
2026-02-08,20008,500050,DE,iOS,20,115303,51.11,9384,6787,16,4,374.98,0
2026-02-08,20008,500051,DE,iOS,15,114125,46.79,7530,6829,17,1,113.29,0
2026-02-08,20008,500048,DE,iOS,9,120685,62.54,9116,6732,53,9,980.57,0
2026-02-08,20008,500049,DE,iOS,8,137630,63.81,10463,9098,46,5,475.89,0
2026-02-08,20008,500052,UK,Android,24,91033,131.38,17509,14927,32,3,313.08,0
2026-02-08,20008,500053,UK,Android,21,63408,109.54,11689,9133,32,3,241.84,0
2026-02-08,20008,500050,UK,Android,20,103629,124.25,16591,15128,29,3,309.37,0
2026-02-08,20008,500051,UK,Android,15,92797,161.24,23110,17554,61,4,333.96,0
2026-02-08,20008,500048,UK,Android,9,95641,162.96,21779,16654,136,11,1089.9,0
2026-02-08,20008,500049,UK,Android,8,112765,188.36,27468,24402,128,11,934.71,0
2026-02-08,20008,500052,UK,iOS,24,90986,103.84,14497,11100,34,5,575.42,0
2026-02-08,20008,500053,UK,iOS,21,63881,108.72,10844,9529,27,6,568.87,0
2026-02-08,20008,500050,UK,iOS,20,99103,110.33,15092,11909,30,3,306.18,0
2026-02-08,20008,500051,UK,iOS,15,96011,122.39,16999,14152,41,3,285.73,0
2026-02-08,20008,500048,UK,iOS,9,99676,142.26,17183,15053,98,9,989.18,0
2026-02-08,20008,500049,UK,iOS,8,116398,140.35,19197,14425,110,10,1008.67,0
2026-02-08,20008,500052,BR,Android,24,81070,64.31,20473,17001,39,2,202.19,0
2026-02-08,20008,500053,BR,Android,21,58579,67.24,16220,12898,55,2,170.09,0
2026-02-08,20008,500050,BR,Android,20,88095,62.31,19172,16372,37,1,100.07,0
2026-02-08,20008,500051,BR,Android,15,91297,55.94,18463,14207,61,3,314.9,0
2026-02-08,20008,500048,BR,Android,9,95809,57.84,16841,14172,115,12,1357.61,0
2026-02-08,20008,500049,BR,Android,8,114411,79.46,25004,19071,126,8,644.17,0
2026-02-08,20008,500052,BR,iOS,24,88790,55.72,16373,12029,28,2,191.86,0
2026-02-08,20008,500053,BR,iOS,21,62827,51.25,10396,7749,33,5,507.12,0
2026-02-08,20008,500050,BR,iOS,20,92623,52.56,16104,13781,31,1,93.42,0
2026-02-08,20008,500051,BR,iOS,15,90948,55.82,17295,14044,53,3,298.01,0
2026-02-08,20008,500048,BR,iOS,9,93068,65.35,17657,14844,141,14,1493.67,0
2026-02-08,20008,500049,BR,iOS,8,119073,62.51,17225,13052,89,10,813.14,0
2026-02-09,20008,500052,MX,Android,25,95470,27.7,10177,7853,21,1,81.99,0
2026-02-09,20008,500053,MX,Android,22,66860,28.32,6889,5528,17,0,0.0,0
2026-02-09,20008,500050,MX,Android,21,95259,34.17,12541,11090,30,2,156.9,0
2026-02-09,20008,500051,MX,Android,16,99766,28.12,9738,8352,30,5,445.55,0
2026-02-09,20008,500048,MX,Android,10,101331,33.78,10675,9378,67,6,666.49,0
2026-02-09,20008,500049,MX,Android,9,124030,40.0,13909,11221,70,9,1005.78,0
2026-02-09,20008,500052,MX,iOS,25,97437,31.83,9719,7922,15,2,204.02,0
2026-02-09,20008,500053,MX,iOS,22,69955,24.55,5899,4462,17,2,216.18,0
2026-02-09,20008,500050,MX,iOS,21,101280,25.43,7581,6770,8,1,113.71,0
2026-02-09,20008,500051,MX,iOS,16,103203,26.53,9122,7666,13,2,160.55,0
2026-02-09,20008,500048,MX,iOS,10,105146,29.43,8324,7459,43,5,449.23,0
2026-02-09,20008,500049,MX,iOS,9,128621,29.61,9440,7027,46,4,345.51,0
2026-02-09,20008,500052,DE,Android,25,96652,76.45,13111,10330,26,2,181.01,0
2026-02-09,20008,500053,DE,Android,22,66870,74.78,9187,7474,18,0,0.0,0
2026-02-09,20008,500050,DE,Android,21,96465,89.09,16376,13584,34,3,284.56,0
2026-02-09,20008,500051,DE,Android,16,102257,71.34,12931,9644,29,1,81.62,0
2026-02-09,20008,500048,DE,Android,10,101575,102.92,14556,10809,80,8,896.0,0
2026-02-09,20008,500049,DE,Android,9,122706,109.74,20072,14740,111,17,1520.7,0
2026-02-09,20008,500052,DE,iOS,25,101859,65.82,9838,7105,21,2,196.25,0
2026-02-09,20008,500053,DE,iOS,22,71124,54.32,5995,4837,15,1,101.22,0
2026-02-09,20008,500050,DE,iOS,21,103457,51.73,8867,7353,15,1,96.29,0
2026-02-09,20008,500051,DE,iOS,16,107658,56.21,8812,6692,21,4,422.33,0
2026-02-09,20008,500048,DE,iOS,10,107015,62.02,9180,7808,55,8,728.29,0
2026-02-09,20008,500049,DE,iOS,9,132315,72.46,11767,8761,47,3,275.85,0
2026-02-09,20008,500052,UK,Android,25,94188,214.56,28818,23534,49,3,319.91,0
2026-02-09,20008,500053,UK,Android,22,65430,161.15,17598,12835,38,2,206.1,0
2026-02-09,20008,500050,UK,Android,21,95733,206.85,30731,25332,65,8,719.63,0
2026-02-09,20008,500051,UK,Android,16,93360,197.84,27966,25531,68,5,450.29,0
2026-02-09,20008,500048,UK,Android,10,94416,231.34,30910,27773,191,21,1862.16,0
2026-02-09,20008,500049,UK,Android,9,116614,234.68,33488,26126,161,12,1021.79,0
2026-02-09,20008,500052,UK,iOS,25,108509,155.85,20041,16368,33,4,389.03,0
2026-02-09,20008,500053,UK,iOS,22,72184,150.63,14240,11381,28,3,270.45,0
2026-02-09,20008,500050,UK,iOS,21,111372,163.82,22115,17862,36,4,431.08,0
2026-02-09,20008,500051,UK,iOS,16,104327,122.55,16591,14786,43,4,421.78,0
2026-02-09,20008,500048,UK,iOS,10,108143,202.57,24214,22182,144,16,1254.09,0
2026-02-09,20008,500049,UK,iOS,9,130905,204.35,25870,19435,106,6,564.2,0
2026-02-09,20008,500052,BR,Android,25,108077,72.6,21895,17249,39,5,444.09,0
2026-02-09,20008,500053,BR,Android,22,70204,66.19,16488,13527,49,3,308.42,0
2026-02-09,20008,500050,BR,Android,21,114315,76.59,23306,20153,41,1,101.83,0
2026-02-09,20008,500051,BR,Android,16,102455,69.85,21358,15540,44,5,409.38,0
2026-02-09,20008,500048,BR,Android,10,115516,103.82,30000,23345,201,24,2144.09,0
2026-02-09,20008,500049,BR,Android,9,131771,83.48,27333,23662,128,10,1055.15,0
2026-02-09,20008,500052,BR,iOS,25,113599,70.48,22115,17844,31,0,0.0,0
2026-02-09,20008,500053,BR,iOS,22,76296,64.48,13834,10633,34,3,247.01,0
2026-02-09,20008,500050,BR,iOS,21,121517,58.28,16829,14811,41,3,329.52,0
2026-02-09,20008,500051,BR,iOS,16,106518,61.71,16429,14007,44,3,296.2,0
2026-02-09,20008,500048,BR,iOS,10,127859,66.58,16493,12694,90,10,801.47,0
2026-02-09,20008,500049,BR,iOS,9,141879,77.83,19130,15693,98,7,719.8,0
2026-02-10,20008,500052,MX,Android,26,125537,34.6,13329,9723,29,2,191.57,0
2026-02-10,20008,500053,MX,Android,23,83241,30.29,7527,6000,21,2,183.37,0
2026-02-10,20008,500050,MX,Android,22,125805,33.36,13385,11053,25,2,196.73,0
2026-02-10,20008,500051,MX,Android,17,113209,34.86,12443,10872,22,1,84.45,0
2026-02-10,20008,500048,MX,Android,11,133677,33.84,10035,7691,57,4,453.0,0
2026-02-10,20008,500049,MX,Android,10,147100,41.57,14848,12709,67,4,357.36,0
2026-02-10,20008,500052,MX,iOS,26,129147,24.34,7736,5687,16,3,297.86,0
2026-02-10,20008,500053,MX,iOS,23,84869,22.81,5503,4259,13,4,447.47,0
2026-02-10,20008,500050,MX,iOS,22,131609,19.48,6091,4781,10,0,0.0,0
2026-02-10,20008,500051,MX,iOS,17,116530,25.31,7323,6171,20,3,308.34,0
2026-02-10,20008,500048,MX,iOS,11,135388,21.77,6083,5293,42,6,492.54,0
2026-02-10,20008,500049,MX,iOS,10,152508,25.74,8528,6460,33,4,389.1,0
2026-02-10,20008,500052,DE,Android,26,123772,76.37,13069,11916,26,5,393.48,0
2026-02-10,20008,500053,DE,Android,23,81185,68.63,8814,7669,20,3,301.51,0
2026-02-10,20008,500050,DE,Android,22,121324,64.23,11448,10452,26,3,347.55,0
2026-02-10,20008,500051,DE,Android,17,110922,78.32,13888,11549,22,2,192.29,0
2026-02-10,20008,500048,DE,Android,11,126915,80.1,12735,10886,73,8,871.96,0
2026-02-10,20008,500049,DE,Android,10,140964,87.81,14200,11051,57,6,607.08,0
2026-02-10,20008,500052,DE,iOS,26,127003,51.46,8177,7321,16,1,108.3,0
2026-02-10,20008,500053,DE,iOS,23,84004,56.5,6832,5191,12,0,0.0,0
2026-02-10,20008,500050,DE,iOS,22,123905,44.81,6891,5647,11,1,111.1,0
2026-02-10,20008,500051,DE,iOS,17,115998,58.64,10029,8055,31,2,195.77,0
2026-02-10,20008,500048,DE,iOS,11,130470,51.87,7368,6296,50,2,191.97,0
2026-02-10,20008,500049,DE,iOS,10,143397,60.46,9360,6828,33,2,163.28,0
2026-02-10,20008,500052,UK,Android,26,106362,142.57,20719,15239,35,3,279.59,0
2026-02-10,20008,500053,UK,Android,23,73238,158.17,16914,12392,39,5,394.54,0
2026-02-10,20008,500050,UK,Android,22,100065,171.51,27454,19835,57,4,312.58,0
2026-02-10,20008,500051,UK,Android,17,98061,168.17,24483,18374,61,8,856.83,0
2026-02-10,20008,500048,UK,Android,11,106928,145.72,19598,16646,116,8,923.37,0
2026-02-10,20008,500049,UK,Android,10,119269,211.24,34184,28207,165,19,1835.52,0
2026-02-10,20008,500052,UK,iOS,26,107040,118.57,14352,10423,24,2,191.44,0
2026-02-10,20008,500053,UK,iOS,23,75912,125.2,12467,11322,27,3,238.22,0
2026-02-10,20008,500050,UK,iOS,22,105404,126.19,16908,13531,26,2,207.82,0
2026-02-10,20008,500051,UK,iOS,17,105953,137.12,18801,15883,44,3,263.53,0
